,url,step_1,step_2
760,https://www.allrecipes.com/thmb/LzfhrCMwBL4ErsvqaGdBO-v-JUQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/958930-6ff7983b3d2c497b9e3e9b890794d75d.jpg,"In a large saucepan, bring the milk to a boil. Stir in the lemon juice. Continue cooking 15 minutes, stirring constantly, until curds have formed. Using a cheese cloth, separate the cheese from remaining liquid, and set aside.","Heat the olive oil in a skillet over medium heat. Stirring constantly, cook the cumin seeds and onion in the skillet until golden brown. Mix in the bell pepper, corn, and peas. Season with garam masala, turmeric, and chili powder. Continue to cook and stir 10 minutes, until vegetables are tender."
761,https://www.allrecipes.com/thmb/EYyR4P4Z11JefhUf3-Eai8eOk-c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4517308-1391991e18f947509b5b719a4105f3a2.jpg,"Heat oil in a saucepan over medium heat; cook and stir onions until golden, 10 to 15 minutes. Add salt, garlic, chile powder, ginger, and turmeric; stir to coat. Mix tomatoes into onion mixture; cook and stir until tomatoes begin to break down, 5 to 10 minutes.","Stir rice into onion-tomato mixture and pour in water. Bring to a boil; reduce heat to low, cover, and simmer, stirring occasionally, until rice is tender and liquid is absorbed, 15 to 20 minutes."
762,https://www.allrecipes.com/thmb/lbtAvUElSLww_DHgGCd4CLR-_Ak=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5151313-858a888824cd4b54baf5a86e1c32a334.jpg,"Mix water and sugar in a bowl; whisk until dissolved. Sprinkle yeast over water; let stand until yeast softens and begins to form a creamy foam, about 5 minutes.","Combine flour, salt, baking powder, and baking soda in a separate bowl. Add 4 cups flour mixture, coconut oil, and yogurt to yeast mixture; mix until well combined. Add remaining flour mixture, 1 tablespoon at a time, until dough comes together. Knead until dough is soft and elastic, 3 to 4 minutes. Place dough in a large, lightly oiled bowl and turn to coat. Cover with a towel and let rise in a warm place until doubled in volume, about 1 hour."
763,https://www.allrecipes.com/thmb/LZ1CgOMnXfSJjm3rheq7p8N_Okg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6347584-96cb147f10774848ac2c37f754135a39.jpg,Place peas in a bowl and cover with water; soak for 20 minutes. Drain.,"Heat oil in a frying pan over medium heat. Add cumin seeds and cook until they start to crackle, about 1 minute. Add peas, cumin powder, and salt. Reduce heat and cover pan. Cook, stirring occasionally, until peas are tender and hot throughout, about 10 minutes."
764,https://www.allrecipes.com/thmb/Ubb7vqWo8RGhiCC7QGZR9nN29jk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6765809-4b6f160143d746a180d0bd22ea9f88be.jpg,"Place the potatoes into a large pot and cover with salted water. Bring to a boil; reduce heat to medium-low, cover, and simmer until tender, about 20 minutes. Drain and allow to steam dry for a minute or two. Remove and discard the skins; roughly mash the potatoes into coarse chunks. Set aside.","Heat the oil in a skillet. Fry the urad dal, chana dal, mustard seed, and dried red chile peppers in the oil until the seeds begin to splutter. Sprinkle the asafoetida powder over the mixture. Stir the onion, green chile peppers, and curry leaves into the mixture and cook until the onion is lightly browned, about 3 minutes. Add the potatoes, turmeric, red pepper, ginger and salt; cook and stir until the potatoes are thoroughly reheated, about 5 minutes. Remove from heat and add the lime juice and cilantro to serve."
765,,"To prepare fresh garam masala, in a coffee grinder, grind cardamom seeds, 3 whole cloves, and 3 cinnamon sticks to a fine powder. Set aside.","Heat vegetable oil in a skillet over medium heat. Add 4 whole cloves, 4 cardamom pods, and 2 sticks of cinnamon and fry for a few seconds (take care as cloves tend to pop out of the pan). Stir in grated onion and reduce the heat to medium-low. Cook and stir until liquid dries and onion no longer smells raw, about 5 minutes. Add ginger paste and garlic paste and cook for 2 minutes, stirring constantly."
766,https://www.allrecipes.com/thmb/_Ff_1gLNeVObovDERUCoAUXwyho=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5465689-4045ed09195e4b97a59c842b5e4fc63c.jpg,"Heat broth in a small pot to boiling. Add farro and reduce to low heat. Cook, stirring occasionally, until liquid is absorbed, 10 to 15 minutes.","Heat oil in a skillet over medium heat. Add garlic and ginger, stirring occasionally, until fragrant, about 1 minute. Add chicken and let sit to brown, about 5 minutes. Add jalapeno and the juice from 1 lime wedge. Cook, stirring occasionally, until chicken is no longer pink, 5 to 10 minutes more."
767,,"Heat peanut oil in a large skillet over medium heat; cook and stir onion in hot oil until translucent, about 5 minutes. Remove the skillet from heat and allow to cool slightly, about 2 minutes.","Add garlic, turmeric, ginger, cumin, paprika, and chile powder to onion in the skillet; stir over low heat to bloom spices, about 30 seconds. Stir in tomatoes, coconut milk, and salt. Bring to a boil for 1 minute, then reduce heat and simmer, stirring occasionally, for 10 minutes."
768,https://www.allrecipes.com/thmb/LXvTaJevyEv0E2cAvOQT-_QDlKA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1099479-sfogliatelle-ricce-SugarMogill-4x3-1-c80a22b122504bfd8ab710e3c97b0dd0.jpg,"Make the dough: Mix bread flour, semolina flour, and kosher salt together in a large bowl. Mix in water and honey; the dough will be very dry, like pasta. If there is still dry flour after a few minutes of mixing, add up to 2 teaspoons more water to ensure all flour is moistened.","Turn dough out onto a work surface and knead for a few minutes until smooth, firm, and not tacky. While you want a firm dough, it must still be workable. Divide dough into four pieces and flatten. Cover dough with plastic wrap when not working with it. Run each piece through a pasta machine on its widest setting a dozen or so times, folding it in half and rotating the sheet 45 degrees each time (see Tips). Dust with flour very sparingly, only if needed to prevent tearing. Repeat with remaining dough pieces. Wrap dough in plastic wrap and refrigerate for 2 hours."
769,https://www.allrecipes.com/thmb/8pxCb8zxz_Lt9P_7bYIHZGwbWlg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1813431-dcad0b470c7d4a798bc9815704c1a2c0.jpg,Preheat oven to 350 degrees F (175 degrees C). Roll out pastry to fit a 9 inch pie plate. Place bottom crusts in 2 pie plates. Roll out top crusts and set aside.,"Cut sausage into 1 inch pieces. Heat a skillet over medium heat and cook sausage until brown. Place sausage in a large bowl, and add hard cooked eggs, Cheddar cheese, Provolone cheese, Ricotta cheese, and parsley. Mix together and season to taste with salt and pepper."
770,https://www.allrecipes.com/thmb/8F9TaEfmxS0aPNTJ_rJ_R4nEXzs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5507185-96cab897463043b0b63cd29cc5af1aa0.jpg,"Arrange the tortilla chips on a large, microwave-safe platter. Scatter the cheese over the chips; drizzle with alfredo sauce.","Heat in microwave until the cheese has melted, 2 to 3 minutes."
771,https://www.allrecipes.com/thmb/rtwGUR3rGNCrgdxcN4PHmltnMCY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1087467-59bb497f370b4d8b961baef92d433b10.jpg,Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish.,"Fill a pot with salted water, bring to a boil, and place the lasagna noodles into the boiling water, one at a time. Stir gently to keep the noodles from sticking together; set heat to medium, and boil until the noodles are tender but still firm to the bite, 8 to 9 minutes. Drain in a colander set in the sink."
772,https://www.allrecipes.com/thmb/22U9Rt5bw7GRCkEJF-yJdmk30OY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/233904-47e71420e32642beb397743b01f7115b.jpg,Preheat an oven to 325 degrees F (165 degrees C).,"Melt 1 tablespoon butter in a skillet over medium heat. Cook the chicken in the butter until no longer pink and the juices run clear, 7 to 10 minutes; remove from heat and set aside."
773,https://www.allrecipes.com/thmb/Qn2R5xGw2ILJ-btG1AiCMgvClDw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8243627-69f7c2e37fa54cc784d6f59d4b7506ad.jpg,"Place pork and red wine vinegar in a large mixing bowl. Sprinkle with parsley, garlic powder, onion powder, basil, salt, black pepper, paprika, red pepper flakes, fennel seed, brown sugar, oregano, and thyme. Knead until flecks of spice are evenly distributed throughout meat.","Divide sausage into thirds. Form each into a 3-inch diameter log, wrap securely in plastic wrap, and place in a zip-top bag. Refrigerate for at least 12 hours before cooking."
774,https://www.allrecipes.com/thmb/iMtFmzum4PsS6-oIsEQOopVyU9A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2715758-italian-sausage-and-zucchini-Moonbabymermaid-4x3-1-4440abcce72c4e2d97143647c6f00e3e.jpg,"In a large skillet over medium heat, cook sausage until no longer pink inside. Cut sausage into 1/4-inch slices, and continue cooking until browned.","Stir in zucchini, yellow squash, and onion; cook and stir for 2 minutes. Pour in tomatoes with liquid. Reduce heat, cover, and simmer for 10 to 15 minutes."
775,https://www.allrecipes.com/thmb/dfhMgrxWFicIRHuLJusogjX0Huk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1912643-02791d2c3c3f4f5b98e91de27646b1d0.jpg,"Heat olive oil in a large, heavy-bottomed saucepan over medium-high heat. Add the onion and garlic; cook and stir until the onion begins to turn golden brown at the edges, about 2 minutes. Pour in the rice, and stir until the rice is coated in oil and has started to toast, 3 to 4 minutes. Reduce the heat to medium and stir in the celery and white wine.","Cook and stir until the wine has mostly evaporated, then stir in one third of the boiling chicken stock; continue stirring until incorporated. Repeat this process twice more, stirring constantly. Stirring in the broth should take 15 to 20 minutes in all. Add the broccoli, peas, zucchini, and green beans during the last 7 minutes of cooking, and cook until tender. Stir in the feta cheese and parsley before serving."
776,https://www.allrecipes.com/thmb/HjsKZ_40RqTCFXdtAvOUGE3Rfuo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2236614-c10bfdd22b554b04af366fd4307c14d7.jpg,"Melt butter in a small saucepan; simmer garlic slices in hot butter over low heat until butter turns foamy, about 5 minutes.",Set oven rack about 6 inches from the heat source and preheat the oven's broiler.
777,https://www.allrecipes.com/thmb/zQuHu4RTtSV9qYqJ6rVrkD9b5Rc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/521165-aba51db9d8d547559e4b25f0b2b3e4f7.jpg,"In a large pot combine tomato paste, water, garlic, bay leaves, basil, and salt. Bring to a boil, turn heat down to low and simmer.","In a skillet, brown pork chops in olive oil then place in sauce mixture. Saute onions and mushrooms in same pan that you browned the pork chops. Add these to sauce as well. Simmer sauce a minimum of 8 hours, stirring occasionally."
778,https://www.allrecipes.com/thmb/ps4UJ51SvzLeOLCCFApEbKXBigQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/139891-26ebf4836c0b43a490d69850607e3839.jpg,"Preheat the oven to 400 degrees F (200 degrees C). In a medium bowl, mix together the flour, cornmeal, sugar and baking powder. Stir in the milk, oil and eggs, mixing until just moist. Spread in a greased 12 inch deep-dish pizza pan, or a 10x15 inch baking pan.","Bake the crust for 10 minutes. Remove from the oven, and sprinkle with 1 cup of the cheese. Bake for another 10 minutes."
779,https://www.allrecipes.com/thmb/Xovbf0Skcxa6WEfc1zEj6yxzhbA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/536873-0dff3adb5d2d480b842ac1a059ddc65b.jpg,Stir together flour and baking powder and set aside.,"Beat together eggs and sugar in a large bowl until well blended. Stir in butter, extracts, black walnut flavoring and the walnuts. Gradually stir flour mixture into creamed mixture, blending well."
780,https://www.allrecipes.com/thmb/eLnIkpjhk2ZiYlLBwcnOm0M44sk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/105546-9d6a9f756d1a4189b87e9a06973edc76.jpg,Cut off the tops of peppers. Remove ribs and seeds; rinse peppers. Chop edible portion of the tops; set aside.,"Bring a large pot of salted water to a boil. Add peppers, reduce heat, and simmer until tender but still firm, about 5 minutes. Drain and set aside."
781,,Preheat the oven to 200 degrees F (95 degrees C).,Beat eggs with salt and pepper in a shallow dish. Spread flour in another dish and bread crumbs in a third dish.
782,https://www.allrecipes.com/thmb/c7ydzvdmk9n5DbFg7iOtTXVO9cU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4482804-2470b6e48d7048a4be6c78f76bfb2c2f.jpg,Bring a large pot of lightly salted water to a boil. Add fettuccini and cook for 8 to 10 minutes or until al dente; drain.,"Fry bacon in skillet over medium heat until crispy, remove and drain on paper towel. Chop with knife into bits."
783,https://www.allrecipes.com/thmb/wsWsKZhPdqKX6QiiKag2CAKN7qk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1359457-ec6153fcfbc240028a909bdd4cd19c9c.jpg,Cook bacon in a skillet over medium heat until crisp. Remove from the pan to drain on paper towels. Reserve the grease in the skillet and add the onions; cook and stir over medium heat until softened. Add garlic and cook for about 30 seconds more. Remove from the heat.,"In a saucepan, combine the green beans, tomatoes, basil, oregano and brown sugar. Crumble in the bacon and add the onion and garlic from the skillet. Warm over medium heat until heated through, 5 to 10 minutes."
784,https://www.allrecipes.com/thmb/8LgEaZXQfnxDGekeZZjPJ-a9m4Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7438391-62b4c8394cad4cd89ec371df9abe6e24.jpg,"Beat eggs together in a large bowl. Gradually stir white sugar into beaten eggs until smooth. Slowly pour vegetable oil and anise oil into sugar mixture until incorporated. Mix flour and baking powder together in a separate bowl; slowly add to sugar mixture, stirring with a wooden spoon until dough is dry. Refrigerate dough, 30 minutes to overnight.",Preheat oven to 350 degrees F (175 degrees C). Lightly grease a baking sheet.
785,https://www.allrecipes.com/thmb/5mVppzJE63rxQ5EiviE--digXL0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1313812-8226ae716c42492a91f9f5afb4c13edf.jpg,"Stir flour, Italian seasoning, salt, and black pepper together in a shallow dish. Press chicken tenders into the flour to coat on all sides; shake to remove excess flour.","Melt 1 teaspoon butter in a large skillet over medium heat. Cook and stir chicken tenders in the melted butter until lightly browned on all sides, 2 to 3 minutes. Remove chicken from skillet to a plate and cover to keep warm."
786,https://www.allrecipes.com/thmb/imi307SsUCT9SlZ3R52ODPrgfSg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8296949-45b242e2ad3e422c942c4133216260a3.jpg,Preheat oven to 350 degrees F (175 degrees C). Line baking sheet with parchment paper.,"Sift the flour, baking powder, cinnamon and espresso powder together"
787,https://www.allrecipes.com/thmb/rGkJlCWA4VKdbLFOxC2aUSx32VE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5125673-eddcd2e6a2a849e79ecb75d05c1ab6bd.jpg,Set an oven rack about 6 inches from the heat source and preheat the oven's broiler. Arrange bread slices on a baking sheet in a single layer.,"Broil bread in the preheated oven until toasted, 1 to 2 minutes; watch carefully to prevent burning. Remove from the oven and place the baking sheet onto a wire rack. Keep the broiler on."
788,https://www.allrecipes.com/thmb/mj4s8ewEEvB27oo_qXOwD5u1hk4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5284325-d4be14342fba4e1b9b3daac35697780b.jpg,Reserve 3 or 4 strawberries for the garnish. Slice 1/2 of the remaining strawberries and place in a bowl with 2 tablespoons sugar and the juice of 1 lemon. Stir to combine and set aside.,Transfer remaining strawberries into a blender. Add 2 1/2 tablespoons sugar and remaining lemon juice. Blend until smooth.
789,https://www.allrecipes.com/thmb/aX9ygEhoyWXpKkg_d5rS5RY5Ogw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/792809-af7153b2085940e49417c4a582f0861c.jpg,Preheat oven to 375 degrees F (190 degrees C). Line a baking sheet with aluminum foil.,"Arrange peppers and garlic on the baking sheet and drizzle with olive oil. Roast 30 minutes in the preheated oven, or until soft and lightly browned."
790,https://www.allrecipes.com/thmb/0iKC8ZkAzszmmSKSqEw61RQqryw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4412084-e83ab8a3b8e1405086e3df43731f0655.jpg,"In a large skillet over medium heat, cook the garlic in the olive oil until just golden, approximately 2 minutes. Be careful not to burn the garlic. Add the tomatoes and sprinkle with salt and cayenne pepper. Bring to a gentle simmer and cook, stirring occasionally, for 15 minutes.","Season the shrimp with salt and add to the tomatoes. Cook 3 to 5 minutes, or until no longer pink. Stir in 1 tablespoon of butter for added richness, if desired."
791,,"Heat olive oil, onions, and garlic in a saucepan over medium-high heat. Saute, stirring occasionally until translucent, 6 to 8 minutes. Add tomatoes, salt, oregano, basil, fennel seeds, thyme, and red pepper flakes; stir to combine. Reduce heat; cook over low heat for 15 minutes. Adjust seasoning if necessary; keep warm.",Place chicken on a cutting board. Slice each breast lengthwise into 2 thin cutlets; slice each cutlet into 2 smaller pieces.
792,,"Stir balsamic vinegar and honey together in a small saucepan and place over high heat. Bring to a boil, reduce heat to low, and simmer until mixture has reduced to 1/3 cup, about 10 minutes. Set aside to cool.","Arrange alternating slices of tomato and mozzarella decoratively on a serving platter. Sprinkle with salt and black pepper, tuck basil leaves around slices, and drizzle with olive oil and the balsamic reduction."
793,https://www.allrecipes.com/thmb/ed4UFMssNQIsVgzy5N0ElZpUxbs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1001973-f4a5c59331ee468a85469d1354218297.jpg,"Heat 1 tablespoon olive oil in a large pot over medium heat; cook and stir onion, carrot, and celery until onion is translucent, about 5 minutes. Add garlic, bay leaves, parsley, thyme, rosemary, and dill weed; cook until garlic is fragrant, 1 to 2 minutes.","Pour water into onion mixture and bring to a boil. Stir chicken base into the boiling water until dissolved, 1 to 2 minutes. Add tomatoes with green chiles, potatoes, and green beans; bring soup to a boil. Reduce heat and simmer until potatoes are tender, 10 to 15 minutes."
794,https://www.allrecipes.com/thmb/gJ9I89B9iDeBvB1hikdlM9p-ACc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/233655-9f4eded039544eb68f0c796a6bd9578c.jpg,"In a small bowl, pour boiling water over sun-dried tomato halves to cover. Soak for 10 minutes, drain, and cool to room temperature. With scissors, snip into 1/4 inch pieces.","Place all ingredients into the pan of the bread machine in the order recommended by the manufacturer. Select the Basic or White Bread cycle, and Start."
795,https://www.allrecipes.com/thmb/138TeFRQhoJNtzEkLBlToBigu90=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6990900-saffron-rice-Sfala-4x3-1-8cb5eb6df20e47fabf0bbe7abb098030.jpg,"Heat the butter in a saucepan over medium heat. Stir in the onion; cook and stir until the onion has softened and turned translucent, about 5 minutes. Reduce heat to medium-low, and continue cooking and stirring until the onion is very tender and dark brown, 15 to 20 minutes more.","Pour in rice and stir to coat. Stir in water, parsley flakes, saffron, and 3 drops of yellow food coloring (optional). Reduce heat, cover, and simmer until water is absorbed, about 30 minutes."
796,https://www.allrecipes.com/thmb/YOKw8FcZH1QLLiv9n0pq5uoTwE8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4406235-ab19fceb444746dda86e82a574c43c44.jpg,"Pierce the cotechino with a fork in several places. In a large pot place the cotechino, chopped onion, 1 bay leaf, peppercorns and thyme. Cover with water and bring all to a boil. Reduce heat to low and let simmer for 45 to 50 minutes, if using fresh cotechino (for precooked cotechino, simmer for 20 minutes).","In a large pot combine the lentils, quartered onion, garlic, bay leaf, carrot and salt and pepper to taste. Cover with the 4 cups of water. Bring all to a boil; cover, reduce heat to low and let simmer for 40 to 45 minutes or until lentils are soft. Add additional water if necessary."
797,https://www.allrecipes.com/thmb/PY738JKEmcSMbEsxV2ZXxx4i82U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5315153-a41af262f1304bb7a236728dedf8341c.jpg,Adjust oven rack to upper-middle position and preheat oven to 475 degrees F (245 degrees C).,"Heat 2 tablespoons oil in a large heatproof nonstick skillet over medium-high heat. Saute gnocchi until lightly browned, about 4 minutes. Transfer to a plate."
798,https://www.allrecipes.com/thmb/prD5r2Vx7Yfifu0WEKLkodI20a0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3123273-25be3e3b59f049fdb56a88423675b815.jpg,Preheat oven to 400 degrees F (200 degrees C).,Place vegetables in a 2 quart casserole dish.
799,https://www.allrecipes.com/thmb/fkd4msb8M2FguVZIXcI9VipL7iI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/18340very-easy-risottolutzflcat4x3-a5744d82d6f640919b1a8913bfe7e587.jpg,"Melt butter in a large skillet over medium-high heat. Cook and stir green onion in hot butter briefly, then add rice. Cook and stir until rice is toasted, 2 to 3 minutes. Pour in water; season with chicken bouillon and pepper. Bring to a boil, then reduce heat to medium-low. Cover and simmer for 20 minutes.","Remove from heat. Let stand, covered, for 5 minutes. Stir in Parmesan cheese."
800,,"Heat olive oil in a skillet over medium heat. Add Italian sausage and onion; cook and stir until sausage is browned, about 10 minutes. Transfer sausage and onions to a slow cooker.","Add ground beef to the same skillet over medium heat; season with Italian seasoning, 1 teaspoon of garlic powder, and marjoram. Cook and stir until beef is browned and crumbly, about 10 minutes. Transfer ground beef into the slow cooker."
801,https://www.allrecipes.com/thmb/mldh4_BbDqeiyOpgT08SGY59Jo8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6853271-f44bfa8bfbdd406aa8e2323a1ebee9a5.jpg,Reserve 14 slices pepperoni. Coarsely chop the remaining pepperoni.,"Heat the oil in a 12-inch skillet over medium heat. Add the onion, garlic and oregano and cook for 5 minutes or until the onion is tender, stirring occasionally."
802,https://www.allrecipes.com/thmb/G7FCn6rNxO6tfUt4wqra65BkHBs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/468533-simple-pesto-pasta-Pam-Ziegler-Lutz-4x3-1-ec36ff66e34e495991809383e3de445a.jpg,"Bring a pot of lightly salted water to a rolling boil; cook the fettuccini at a boil until cooked through yet firm to the bite, about 8 minutes; drain. Transfer the fettuccini to a bowl.","Melt the butter in a saucepan over medium heat. Cook the garlic and pesto in the melted butter until warmed, 2 to 3 minutes; pour over the fettuccini and toss to coat."
803,https://www.allrecipes.com/thmb/oG8gcr85hXASVx13KPMdLkGII5M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3589161-94145653bb1e4c78b2086504756c4667.jpg,"In a 1 quart container combine the corn oil, garlic and sugar. Shake well. Add vinegar and shake well again.","Fill the container the rest of the way with Italian dressing, leaving just enough room to add one egg. Add the egg, and blend with a blender or hand-held blender for about 2 minutes."
804,,"Sift all-purpose flour, semolina flour, and a pinch of salt together in a large bowl. Make a mountain out of flour mixture on a clean surface; create a deep well in the center. Break eggs into the well and add olive oil. Whisk eggs very gently with a fork, gradually incorporating flour from the sides of the well. When mixture becomes too thick to mix with a fork, begin kneading with your hands.","Knead dough until it is smooth and supple, 8 to 12 minutes, Dust dough and work surface with semolina as needed to keep dough from becoming sticky. Wrap dough tightly in plastic wrap; allow it to rest at room temperature for 30 minutes."
805,https://www.allrecipes.com/thmb/vHGTRu3s5lf5S0mhHpWmZgF-4B4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/46876-fc9abdcd7be744ee95e48f700949cf36.jpg,Preheat oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper.,"Combine the flour, sugar, ground almonds, baking powder and baking soda."
806,https://www.allrecipes.com/thmb/fKxjPuF5j9kpCQmy_c9Yzs6DH6E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4619960-e8da993711634f6ba39680ac04eea9ab.jpg,Preheat the oven to 325 degrees F (165 degrees C). Line a baking sheet with parchment paper.,"Sift together flour, 1 1/2 teaspoons cinnamon, baking powder, and salt; set aside."
807,https://www.allrecipes.com/thmb/k-eiPm2ByDtZzN0-GV6cohUMFWc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/806942-d292ae5d2b5b4856b08994a1af8cc149.jpg,Preheat the oven to 325 degrees F (165 degrees C). Grease cookie sheets.,"In a medium bowl, stir together the flour, sugar, baking powder and salt. Add the egg, oil and wine all at once and mix until well blended. Let the dough rest for 5 minutes. Roll the dough into log shapes and cut into irregularly shaped 1 inch slices. Roll each piece of dough in the egg white and then roll to coat with sesame seeds. Place cookies at least 1 inch apart onto the prepared cookie sheets."
808,https://www.allrecipes.com/thmb/r2zSeCc0n-SAAkkjz1sMcPJeD4I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7957499-743b1ac37f6148699ce33af901db62b3.jpg,"Stir water, sugar and yeast together until dissolved. Add the olive oil and the salt. Stir in the flour until well blended. Let dough rest for 10 minutes.","Pat dough into pan or on to a pizza stone using fingers dipped in olive oil. If desired sprinkle basil, thyme or other seasonings on crust. Top with your favorite pizza toppings and bake for 15 to 20 minutes in a preheated 425 degree oven."
809,https://www.allrecipes.com/thmb/LjsFbSMgO0hBptt4FOCSRKCX5Gc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/646433-784588e301ea4bf6bc1bad2923e28b00.jpg,Preheat an outdoor grill for medium heat.,"Whisk together red wine vinegar, balsamic vinegar, salt, pepper, oregano, basil, and olive oil in a small bowl. Arrange the tomato and onion slices on a serving platter, and pour dressing overtop. Allow to marinate at room temperature while you cook the sausages."
810,https://www.allrecipes.com/thmb/ZIR9VdAJ8e-K5pxPQMvfOPRSJGQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/423553-3e40ce5f497b4f888fb5aab284ec802f.jpg,"Preheat the oven to 350 degrees F (175 degrees C). Bring a large pot of lightly salted water to a boil. Add pasta and cook until almost tender, about 10 minutes.","Fry the sausages in a large skillet over medium heat, turning frequently until cooked through, about 15 minutes. Remove from the skillet, cool slightly and slice into rounds. Add the garlic, fennel and onion to the skillet and season with salt and pepper. Cook and stir for about 5 minutes, then add the roasted red peppers, basil, sliced sausage and pasta sauce. Heat through over low heat until warmed."
811,,"Bring a large pot of lightly salted water to a boil. Cook orzo in boiling water, occasionally stirring until cooked through but firm to the bite, about 11 minutes. Drain and transfer to a bowl; mix 2 teaspoons pesto and 2 tablespoons extra-virgin olive oil into orzo.","Heat remaining tablespoon extra-virgin olive oil in a skillet; cook and stir shrimp, red bell pepper, and capers in hot oil until shrimp is heated through, 3 to 5 minutes. Stir remaining teaspoon pesto, oregano, garlic powder, red pepper flakes, salt, and pepper into shrimp mixture; cook and stir until combined, 1 to 2 minutes."
812,https://www.allrecipes.com/thmb/11GxBxS6QgtE0QsyFSAAWDc-AwU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/637533-a8b396de3581407aa2aa2ce6e08b8098.jpg,"Bring a large pot of lightly salted water to a boil. Add pasta, peas and asparagus to boiling water. Cook for 5 minutes or until pasta is al dente. Drain.","Meanwhile, crumble cheese with the cream and season with salt and pepper to taste."
813,https://www.allrecipes.com/thmb/Gi6nliUg-5xGoqFGpTZayg5AcwE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/897089-34589f59687a44a2abebb603b90b3d4d.jpg,"In a large skillet over medium heat, cook bacon until crisp. Remove from pan, break into 1/2 inch pieces, and set aside. Drain bacon grease, and return pan to heat. Saute onions over medium heat until tender. Stir in garlic and cook 1 minute more. Stir in bacon and tomatoes. Cover, reduce heat and simmer 15 to 20 minutes.","Meanwhile, bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain."
814,,"Combine egg, milk, and salt in a bowl. Add sifted flour and stir until a dough forms, adding more flour as needed, a little at a time, for the dough to come together. Separate into two balls.",Sprinkle a work surface with flour and roll out each piece of dough as thin as you like. Let rolled dough rest for 20 minutes.
815,https://www.allrecipes.com/thmb/9gwrWDUutn4AvnQ-5_WmPbA-kIs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8037205-0cc99a38eaf5475b8849d1efe56cee7d.jpg,"In a medium-sized bowl, beat together eggs, milk, and parsley; set aside.","Slice the mozzarella into 12 rounds. Make 6 sandwiches with the bread and mozzarella, dip each sandwich in egg mixture."
